,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year
742,743,Valerian and the City of a Thousand Planets,"$225,973,340","$41,189,488",18.2%,"$184,783,852",81.8%,2017
743,744,Good Will Hunting,"$225,933,435","$138,433,435",61.3%,"$87,500,000",38.7%,1997
744,745,Better Days,"$225,918,798","$1,921,657",0.8%,"$223,997,141",99.2%,2019
745,746,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%,2019
746,747,Jumper,"$225,132,113","$80,172,128",35.6%,"$144,959,985",64.4%,2008
747,748,The Social Network,"$224,920,375","$96,962,694",43.1%,"$127,957,681",56.9%,2010
748,749,Chicken Run,"$224,874,811","$106,834,564",47.5%,"$118,040,247",52.5%,2000
749,750,Con Air,"$224,012,234","$101,117,573",45.1%,"$122,894,661",54.9%,1997
750,751,Interview with the Vampire: The Vampire Chronicles,"$223,664,608","$105,264,608",47.1%,"$118,400,000",52.9%,1994
751,752,Flightplan,"$223,387,299","$89,707,299",40.2%,"$133,680,000",59.8%,2005
752,753,Yes Man,"$223,241,637","$97,690,976",43.8%,"$125,550,661",56.2%,2008
753,754,Non-Stop,"$222,809,600","$92,168,600",41.4%,"$130,641,000",58.6%,2014
754,755,"Honey, I Shrunk the Kids","$222,724,172","$130,724,172",58.7%,"$92,000,000",41.3%,1989
755,756,Fahrenheit 9/11,"$222,446,882","$119,194,771",53.6%,"$103,252,111",46.4%,2004
756,757,Wild Wild West,"$222,104,681","$113,804,681",51.2%,"$108,300,000",48.8%,1999
757,758,"My Country, My Parents","$221,831,086","$177,133",<0.1%,"$221,653,953",99.9%,2021
758,759,Geostorm,"$221,600,160","$33,700,160",15.2%,"$187,900,000",84.8%,2017
759,760,Presumed Innocent,"$221,303,188","$86,303,188",39%,"$135,000,000",61%,1990
760,761,Jungle Cruise,"$220,889,446","$116,987,516",53%,"$103,901,930",47%,2021
761,762,Scary Movie 3,"$220,673,217","$110,003,217",49.8%,"$110,670,000",50.2%,2003
762,763,Collateral,"$220,239,925","$101,005,703",45.9%,"$119,234,222",54.1%,2004
763,764,Inferno,"$220,021,259","$34,343,574",15.6%,"$185,677,685",84.4%,2016
764,765,Knocked Up,"$219,922,417","$148,768,917",67.6%,"$71,153,500",32.4%,2007
765,766,Green Lantern,"$219,851,172","$116,601,172",53%,"$103,250,000",47%,2011
766,767,What Happens in Vegas,"$219,375,562","$80,277,646",36.6%,"$139,097,916",63.4%,2008
767,768,It's Complicated,"$219,103,655","$112,735,375",51.4%,"$106,368,280",48.6%,2009
768,769,The Terminal,"$219,100,084","$77,872,883",35.5%,"$141,227,201",64.5%,2004
769,770,Little Women,"$218,843,645","$108,101,214",49.4%,"$110,742,431",50.6%,2019
770,771,Captain Phillips,"$218,791,811","$107,100,855",49%,"$111,690,956",51%,2013
771,772,The Prince of Egypt,"$218,613,188","$101,413,188",46.4%,"$117,200,000",53.6%,1998
772,773,Jack Reacher,"$218,340,595","$80,070,736",36.7%,"$138,269,859",63.3%,2012
773,774,Kingdom of Heaven,"$218,122,627","$47,398,413",21.7%,"$170,724,214",78.3%,2005
774,775,The Emoji Movie,"$217,776,646","$86,089,513",39.5%,"$131,687,133",60.5%,2017
775,776,Smile,"$217,408,513","$105,935,048",48.7%,"$111,473,465",51.3%,2022
776,777,Too Cool to Kill,"$217,254,604","$185,882",<0.1%,"$217,068,722",99.9%,2022
777,778,Dracula Untold,"$217,124,280","$56,280,355",25.9%,"$160,843,925",74.1%,2014
778,779,Central Intelligence,"$216,972,543","$127,440,871",58.7%,"$89,531,672",41.3%,2016
779,780,Million Dollar Baby,"$216,763,646","$100,492,203",46.4%,"$116,271,443",53.6%,2004
780,781,The Help,"$216,639,112","$169,708,112",78.3%,"$46,931,000",21.7%,2011
781,782,Twins,"$216,614,388","$111,938,388",51.7%,"$104,676,000",48.3%,1988
782,783,Valentine's Day,"$216,528,528","$110,528,528",51%,"$106,000,000",49%,2010
783,784,Bad Teacher,"$216,197,492","$100,292,856",46.4%,"$115,904,636",53.6%,2011
784,785,A Little Red Flower,"$216,000,000",-,-,"$216,000,000",100%,2020
785,786,The Croods: A New Age,"$215,905,815","$58,568,815",27.1%,"$157,337,000",72.9%,2020
786,787,Clear and Present Danger,"$215,887,717","$122,187,717",56.6%,"$93,700,000",43.4%,1994
787,788,One Hundred and One Dalmatians,"$215,880,014","$144,880,014",67.1%,"$71,000,000",32.9%,1961
788,789,Ted 2,"$215,863,606","$81,476,385",37.7%,"$134,387,221",62.3%,2015
789,790,Dracula,"$215,862,692","$82,522,790",38.2%,"$133,339,902",61.8%,1992
790,791,Vertical Limit,"$215,663,859","$69,243,859",32.1%,"$146,420,000",67.9%,2000
791,792,Ghostbusters II,"$215,394,738","$112,494,738",52.2%,"$102,900,000",47.8%,1989
792,793,The Patriot,"$215,294,342","$113,330,342",52.6%,"$101,964,000",47.4%,2000
793,794,The Sorcerer's Apprentice,"$215,283,742","$63,150,991",29.3%,"$152,132,751",70.7%,2010
794,795,Just Go with It,"$214,945,591","$103,028,109",47.9%,"$111,917,482",52.1%,2011
795,796,The Expendables 3,"$214,657,577","$39,322,544",18.3%,"$175,335,033",81.7%,2014
796,797,Dirty Dancing,"$214,577,242","$64,577,242",30.1%,"$150,000,000",69.9%,1987
797,798,Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%,2018
798,799,Smallfoot,"$214,115,531","$83,315,531",38.9%,"$130,800,000",61.1%,2018
799,800,Public Enemies,"$214,104,620","$97,104,620",45.4%,"$117,000,000",54.6%,2009
800,801,The Bourne Identity,"$214,034,224","$121,661,683",56.8%,"$92,372,541",43.2%,2002
801,802,Disclosure,"$214,015,089","$83,015,089",38.8%,"$131,000,000",61.2%,1994
802,803,Pulp Fiction,"$213,928,762","$107,928,762",50.4%,"$106,000,000",49.6%,1994
803,804,"Crouching Tiger, Hidden Dragon","$213,897,947","$128,451,083",60%,"$85,446,864",40%,2000
804,805,The Aviator,"$213,719,942","$102,610,330",48%,"$111,109,612",52%,2004
805,806,Braveheart,"$213,216,216","$75,609,945",35.5%,"$137,606,271",64.5%,1995
806,807,Into the Woods,"$212,902,372","$128,002,372",60.1%,"$84,900,000",39.9%,2014
807,808,Bedtime Stories,"$212,874,864","$110,101,975",51.7%,"$102,772,889",48.3%,2008
808,809,Miss Congeniality,"$212,742,720","$106,807,667",50.2%,"$105,935,053",49.8%,2000
809,810,Entrapment,"$212,404,396","$87,704,396",41.3%,"$124,700,000",58.7%,1999
810,811,Ace Ventura: When Nature Calls,"$212,385,533","$108,385,533",51%,"$104,000,000",49%,1995
811,812,End of Days,"$211,989,043","$66,889,043",31.6%,"$145,100,000",68.4%,1999
812,813,Bridget Jones's Baby,"$211,952,420","$24,252,420",11.4%,"$187,700,000",88.6%,2016
813,814,Fury,"$211,822,697","$85,817,906",40.5%,"$126,004,791",59.5%,2014
814,815,Battle Los Angeles,"$211,819,354","$83,552,429",39.4%,"$128,266,925",60.6%,2011
815,816,Australia,"$211,787,511","$49,554,002",23.4%,"$162,233,509",76.6%,2008
816,817,Due Date,"$211,780,824","$100,539,043",47.5%,"$111,241,781",52.5%,2010
817,818,Master and Commander: The Far Side of the World,"$211,622,535","$93,927,920",44.4%,"$117,694,615",55.6%,2003
818,819,A Series of Unfortunate Events,"$211,468,235","$118,634,549",56.1%,"$92,833,686",43.9%,2004
819,820,The Little Mermaid,"$211,343,479","$111,543,479",52.8%,"$99,800,000",47.2%,1989
820,821,Nice View,"$211,019,042",-,-,"$211,019,042",100%,2022
821,822,District 9,"$210,888,950","$115,646,235",54.8%,"$95,242,715",45.2%,2009
822,823,Moonraker,"$210,308,099","$70,308,099",33.4%,"$140,000,000",66.6%,1979
823,824,The Others,"$209,947,037","$96,522,687",46%,"$113,424,350",54%,2001
824,825,Horrible Bosses,"$209,838,559","$117,538,559",56%,"$92,300,000",44%,2011
825,826,Us and Them,"$209,221,380",-,-,"$209,221,380",100%,2018
826,827,Red Dragon,"$209,196,298","$93,149,898",44.5%,"$116,046,400",55.5%,2002
827,828,Tomorrowland,"$209,035,668","$93,436,322",44.7%,"$115,599,346",55.3%,2015
828,829,Me Before You,"$208,314,186","$56,245,075",27%,"$152,069,111",73%,2016
829,830,Safe House,"$208,076,205","$126,373,434",60.7%,"$81,702,771",39.3%,2012
830,831,S.W.A.T.,"$207,725,639","$116,934,650",56.3%,"$90,790,989",43.7%,2003
831,832,The Fast and the Furious,"$207,517,509","$144,745,925",69.8%,"$62,771,584",30.2%,2001
832,833,Traffic,"$207,515,725","$124,115,725",59.8%,"$83,400,000",40.2%,2000
833,834,DC League of Super-Pets,"$207,357,117","$93,657,117",45.2%,"$113,700,000",54.8%,2022
834,835,Paranormal Activity 3,"$207,039,844","$104,028,807",50.2%,"$103,011,037",49.8%,2011
835,836,Philadelphia,"$206,678,440","$77,446,440",37.5%,"$129,232,000",62.5%,1993
836,837,The Conjuring: The Devil Made Me Do It,"$206,431,050","$65,631,050",31.8%,"$140,800,000",68.2%,2021
837,838,Sleepy Hollow,"$206,071,502","$101,071,502",49%,"$105,000,000",51%,1999
838,839,The Holiday,"$205,850,169","$63,224,849",30.7%,"$142,625,320",69.3%,2006
839,840,The Jungle Book,"$205,843,612","$141,843,612",68.9%,"$64,000,000",31.1%,1967
840,841,Raging Fire,"$205,842,393","$385,305",0.2%,"$205,457,088",99.8%,2021
841,842,London Has Fallen,"$205,754,447","$62,524,260",30.4%,"$143,230,187",69.6%,2016
842,843,The Break-Up,"$205,668,210","$118,703,275",57.7%,"$86,964,935",42.3%,2006
843,844,Journey to the West,"$205,637,183","$18,058",<0.1%,"$205,619,125",100%,2013
844,845,The Ugly Truth,"$205,599,393","$88,915,214",43.2%,"$116,684,179",56.8%,2009
845,846,JFK,"$205,405,498","$70,405,498",34.3%,"$135,000,000",65.7%,1991
846,847,Birds of Prey,"$205,372,791","$84,172,791",41%,"$121,200,000",59%,2020
847,848,White House Down,"$205,366,737","$73,103,784",35.6%,"$132,262,953",64.4%,2013
848,849,A Dog's Purpose,"$205,035,819","$64,508,620",31.5%,"$140,527,199",68.5%,2017
849,850,Ponyo,"$204,826,668","$15,743,471",7.7%,"$189,083,197",92.3%,2008
850,851,Fun with Dick and Jane,"$204,681,899","$110,332,737",53.9%,"$94,349,162",46.1%,2005
851,852,Eat Pray Love,"$204,594,016","$80,574,010",39.4%,"$124,020,006",60.6%,2010
852,853,The Addams Family,"$204,394,183","$100,723,831",49.3%,"$103,670,352",50.7%,2019
853,854,Ghostbusters: Afterlife,"$204,334,455","$129,360,575",63.3%,"$74,973,880",36.7%,2021
854,855,You Don't Mess with the Zohan,"$204,313,400","$100,018,837",49%,"$104,294,563",51%,2008
855,856,Hairspray,"$203,627,753","$118,946,291",58.4%,"$84,681,462",41.6%,2007
856,857,King Arthur,"$203,567,857","$51,882,244",25.5%,"$151,685,613",74.5%,2004
857,858,Yogi Bear,"$203,509,374","$100,246,011",49.3%,"$103,263,363",50.7%,2010
858,859,Everest,"$203,427,584","$43,482,270",21.4%,"$159,945,314",78.6%,2015
859,860,Vanilla Sky,"$203,388,341","$100,618,344",49.5%,"$102,769,997",50.5%,2001
860,861,Arrival,"$203,388,186","$100,546,139",49.4%,"$102,842,047",50.6%,2016
861,862,Need for Speed,"$203,277,636","$43,577,636",21.4%,"$159,700,000",78.6%,2014
862,863,Garfield,"$203,172,417","$75,369,589",37.1%,"$127,802,828",62.9%,2004
863,864,Patch Adams,"$202,292,902","$135,026,902",66.8%,"$67,266,000",33.2%,1998
864,865,Teenage Mutant Ninja Turtles,"$202,084,756","$135,384,756",67%,"$66,700,000",33%,1990
865,866,Kindergarten Cop,"$201,957,688","$91,457,688",45.3%,"$110,500,000",54.7%,1990
866,867,Straight Outta Compton,"$201,634,991","$161,197,785",80%,"$40,437,206",20%,2015
867,868,21 Jump Street,"$201,585,328","$138,447,667",68.7%,"$63,137,661",31.3%,2012
868,869,Valkyrie,"$201,545,517","$83,077,833",41.2%,"$118,467,684",58.8%,2008
869,870,Open Season,"$200,811,689","$85,105,259",42.4%,"$115,706,430",57.6%,2006
870,871,Cats & Dogs,"$200,687,492","$93,385,515",46.5%,"$107,301,977",53.5%,2001
871,872,The Hunt for Red October,"$200,512,643","$122,012,643",60.8%,"$78,500,000",39.2%,1990
872,873,Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",34.3%,"$131,290,761",65.7%,2013
873,874,Two Weeks Notice,"$199,043,471","$93,354,851",46.9%,"$105,688,620",53.1%,2002
874,875,RED,"$199,006,387","$90,380,162",45.4%,"$108,626,225",54.6%,2010
875,876,Shock Wave 2,"$198,921,659",-,-,"$198,921,659",100%,2020
876,877,City of Angels,"$198,685,114","$78,685,114",39.6%,"$120,000,000",60.4%,1998
877,878,The Pacifier,"$198,636,868","$113,086,868",56.9%,"$85,550,000",43.1%,2005
878,879,50 First Dates,"$198,520,934","$120,908,074",60.9%,"$77,612,860",39.1%,2004
879,880,Total Recall,"$198,467,168","$58,877,969",29.7%,"$139,589,199",70.3%,2012
880,881,The Island,"$198,326,350","$670,883",0.3%,"$197,655,467",99.7%,2018
881,882,The Impossible,"$198,087,212","$19,019,882",9.6%,"$179,067,330",90.4%,2012
882,883,Lost in Thailand,"$197,757,387","$57,387",<0.1%,"$197,700,000",100%,2012
883,884,Christopher Robin,"$197,744,377","$99,215,042",50.2%,"$98,529,335",49.8%,2018
884,885,Jack the Giant Slayer,"$197,687,603","$65,187,603",33%,"$132,500,000",67%,2013
885,886,Smurfs: The Lost Village,"$197,183,546","$45,020,282",22.8%,"$152,163,264",77.2%,2017
886,887,Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%,2021
887,888,Spy Kids 3: Game Over,"$197,101,678","$111,761,982",56.7%,"$85,339,696",43.3%,2003
888,889,Panic Room,"$197,079,546","$96,397,334",48.9%,"$100,682,212",51.1%,2002
889,890,The Other Woman,"$196,710,396","$83,911,193",42.7%,"$112,799,203",57.3%,2014
890,891,Stargate,"$196,567,262","$71,567,262",36.4%,"$125,000,000",63.6%,1994
891,892,Beowulf,"$196,393,745","$82,280,579",41.9%,"$114,113,166",58.1%,2007
892,893,The Vow,"$196,114,570","$125,014,030",63.8%,"$71,100,540",36.2%,2012
893,894,Anger Management,"$195,745,823","$135,645,823",69.3%,"$60,100,000",30.7%,2003
894,895,Tropic Thunder,"$195,702,963","$110,515,313",56.5%,"$85,187,650",43.5%,2008
895,896,The Shape of Water,"$195,333,312","$63,859,435",32.7%,"$131,473,877",67.3%,2017
896,897,Rocketman,"$195,320,400","$96,368,160",49.3%,"$98,952,240",50.7%,2019
897,898,The Pelican Brief,"$195,268,056","$100,768,056",51.6%,"$94,500,000",48.4%,1993
898,899,The BFG,"$195,243,411","$55,483,770",28.4%,"$139,759,641",71.6%,2016
899,900,Downton Abbey,"$194,694,725","$96,853,865",49.8%,"$97,840,860",50.2%,2019
900,901,The Intern,"$194,564,672","$75,764,672",38.9%,"$118,800,000",61.1%,2015
901,902,The Curse of the Were-Rabbit,"$194,137,091","$56,110,897",28.9%,"$138,026,194",71.1%,2005
902,903,Gnomeo & Juliet,"$193,967,670","$99,967,670",51.5%,"$94,000,000",48.5%,2011
903,904,The Sum of All Fears,"$193,921,372","$118,907,036",61.3%,"$75,014,336",38.7%,2002
904,905,Gangs of New York,"$193,772,504","$77,812,000",40.2%,"$115,960,504",59.8%,2002
905,906,The Post,"$193,764,664","$81,903,458",42.3%,"$111,861,206",57.7%,2017
906,907,The Monkey King 2,"$193,678,298","$709,982",0.4%,"$192,968,316",99.6%,2016
907,908,Paranormal Activity,"$193,355,800","$107,918,810",55.8%,"$85,436,990",44.2%,2009
908,909,Weathering with You,"$193,326,717","$8,056,636",4.2%,"$185,270,081",95.8%,2019
909,910,The Lost City,"$192,907,684","$105,344,029",54.6%,"$87,563,655",45.4%,2022
910,911,The Lego Movie 2: The Second Part,"$192,456,290","$105,956,290",55%,"$86,500,000",45%,2019
911,912,The Equalizer,"$192,330,738","$101,530,738",52.8%,"$90,800,000",47.2%,2014
912,913,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%,2019
913,914,The Addams Family,"$191,502,426","$113,502,426",59.3%,"$78,000,000",40.7%,1991
914,915,The Longest Yard,"$191,466,556","$158,119,460",82.6%,"$33,347,096",17.4%,2005
915,916,The Santa Clause,"$190,539,357","$145,539,357",76.4%,"$45,000,000",23.6%,1994
916,917,Cheaper by the Dozen,"$190,538,630","$138,614,544",72.8%,"$51,924,086",27.2%,2003
917,918,The Equalizer 2,"$190,400,157","$102,084,362",53.6%,"$88,315,795",46.4%,2018
918,919,Abominable,"$190,304,772","$61,270,390",32.2%,"$129,034,382",67.8%,2019
919,920,Hollow Man,"$190,213,455","$73,209,340",38.5%,"$117,004,115",61.5%,2000
920,921,Outbreak,"$189,859,560","$67,659,560",35.6%,"$122,200,000",64.4%,1995
921,922,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%,2019
922,923,The X Files,"$189,176,423","$83,898,313",44.4%,"$105,278,110",55.6%,1998
923,924,Breakup Buddies,"$189,017,596","$777,896",0.4%,"$188,239,700",99.6%,2014
924,925,Rambo III,"$189,015,611","$53,715,611",28.4%,"$135,300,000",71.6%,1988
925,926,The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",31%,"$129,896,484",69%,2013
926,927,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%,2018
927,928,Jaws 2,"$187,884,007","$81,766,007",43.5%,"$106,118,000",56.5%,1978
928,929,12 Years a Slave,"$187,733,202","$56,671,993",30.2%,"$131,061,209",69.8%,2013
929,930,Heat,"$187,436,818","$67,436,818",36%,"$120,000,000",64%,1995
930,931,Mr. Popper's Penguins,"$187,361,754","$68,224,452",36.4%,"$119,137,302",63.6%,2011
931,932,The Grudge,"$187,281,115","$110,359,362",58.9%,"$76,921,753",41.1%,2004
932,933,I Now Pronounce You Chuck & Larry,"$187,134,117","$120,059,556",64.2%,"$67,074,561",35.8%,2007
933,934,One Piece Film: Red,"$187,100,975","$12,775,324",6.8%,"$174,325,651",93.2%,2022
934,935,The Horse Whisperer,"$186,883,563","$75,383,563",40.3%,"$111,500,000",59.7%,1998
935,936,Walk the Line,"$186,797,986","$119,519,402",64%,"$67,278,584",36%,2005
936,937,Jian Bing Man,"$186,699,768",-,-,"$186,699,768",100%,2015
937,938,The Jungle Book 2,"$186,303,759","$47,901,582",25.7%,"$138,402,177",74.3%,2003
938,939,The Final Destination,"$186,167,139","$66,477,700",35.7%,"$119,689,439",64.3%,2009
939,940,Atlantis: The Lost Empire,"$186,053,725","$84,056,472",45.2%,"$101,997,253",54.8%,2001
940,941,Inside Man,"$186,003,591","$88,513,495",47.6%,"$97,490,096",52.4%,2006
941,942,The Waterboy,"$185,991,646","$161,491,646",86.8%,"$24,500,000",13.2%,1998
942,943,Hugo,"$185,770,310","$73,864,507",39.8%,"$111,905,803",60.2%,2011
943,944,Pitch Perfect 3,"$185,400,345","$104,897,530",56.6%,"$80,502,815",43.4%,2017
944,945,Watchmen,"$185,382,813","$107,509,799",58%,"$77,873,014",42%,2009
945,946,The Birdcage,"$185,260,553","$124,060,553",67%,"$61,200,000",33%,1996
946,947,Moulin Rouge!,"$184,935,320","$57,386,607",31%,"$127,548,713",69%,2001
947,948,Snow White and the Seven Dwarfs,"$184,925,486","$184,925,486",100%,$0,-,1937
948,949,Hop,"$184,367,145","$108,498,305",58.8%,"$75,868,840",41.2%,2011
949,950,Bad Moms,"$183,936,074","$113,257,297",61.6%,"$70,678,777",38.4%,2016
950,951,Jupiter Ascending,"$183,887,723","$47,387,723",25.8%,"$136,500,000",74.2%,2015
951,952,Knowing,"$183,658,498","$79,957,634",43.5%,"$103,700,864",56.5%,2007
952,953,102 Dalmatians,"$183,611,771","$66,957,026",36.5%,"$116,654,745",63.5%,2000
953,954,Storks,"$183,510,278","$72,800,603",39.7%,"$110,709,675",60.3%,2016
954,955,Stand by Me Doraemon,"$183,442,714",-,-,"$183,442,714",100%,2014
955,956,The Hitman's Bodyguard,"$183,428,689","$75,468,583",41.1%,"$107,960,106",58.9%,2017
956,957,Paul Blart: Mall Cop,"$183,348,429","$146,336,178",79.8%,"$37,012,251",20.2%,2009
957,958,Wayne's World,"$183,097,323","$121,697,323",66.5%,"$61,400,000",33.5%,1992
958,959,Maverick,"$183,031,272","$101,631,272",55.5%,"$81,400,000",44.5%,1994
959,960,Mirror Mirror,"$183,018,522","$64,935,167",35.5%,"$118,083,355",64.5%,2012
960,961,The Man in the Iron Mask,"$182,968,902","$56,968,902",31.1%,"$126,000,000",68.9%,1998
961,962,Cape Fear,"$182,291,969","$79,091,969",43.4%,"$103,200,000",56.6%,1991
962,963,The Haunted Mansion,"$182,290,266","$75,847,266",41.6%,"$106,443,000",58.4%,2003
963,964,The Monkey King Havoc in Heavens Palace,"$182,206,924",-,-,"$182,206,924",100%,2014
964,965,While You Were Sleeping,"$182,057,016","$81,057,016",44.5%,"$101,000,000",55.5%,1995
965,966,The Bridges of Madison County,"$182,016,617","$71,516,617",39.3%,"$110,500,000",60.7%,1995
966,967,From Vegas to Macau III,"$181,732,879",-,-,"$181,732,879",100%,2016
967,968,Poseidon,"$181,674,817","$60,674,817",33.4%,"$121,000,000",66.6%,2006
968,969,The First Wives Club,"$181,489,203","$105,489,203",58.1%,"$76,000,000",41.9%,1996
969,970,Cliff Walkers,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.9%,2021
970,971,Scooby-Doo 2: Monsters Unleashed,"$181,239,132","$84,239,132",46.5%,"$97,000,000",53.5%,2004
971,972,Hot Shots!,"$181,096,164","$69,467,617",38.4%,"$111,628,547",61.6%,1991
972,973,Road to Perdition,"$181,001,478","$104,454,762",57.7%,"$76,546,716",42.3%,2002
973,974,Kill Bill: Vol. 1,"$180,906,076","$70,099,045",38.8%,"$110,807,031",61.2%,2003
974,975,The Scorpion King,"$180,630,907","$91,047,077",50.4%,"$89,583,830",49.6%,2002
975,976,Sweet Home Alabama,"$180,622,424","$127,223,418",70.4%,"$53,399,006",29.6%,2002
976,977,Daddy's Home 2,"$180,613,824","$104,029,443",57.6%,"$76,584,381",42.4%,2017
977,978,Hacksaw Ridge,"$180,563,636","$67,209,615",37.2%,"$113,354,021",62.8%,2016
978,979,Deja Vu,"$180,557,550","$64,038,616",35.5%,"$116,518,934",64.5%,2006
979,980,Dangerous Minds,"$179,519,401","$84,919,401",47.3%,"$94,600,000",52.7%,1995
980,981,The Dictator,"$179,379,533","$59,650,222",33.2%,"$119,729,311",66.8%,2012
981,982,The League of Extraordinary Gentlemen,"$179,265,204","$66,465,204",37.1%,"$112,800,000",62.9%,2003
982,983,Allegiant,"$179,246,868","$66,184,051",36.9%,"$113,062,817",63.1%,2016
983,984,Daredevil,"$179,179,718","$102,543,518",57.2%,"$76,636,200",42.8%,2003
984,985,City Slickers,"$179,033,791","$124,033,791",69.3%,"$55,000,000",30.7%,1991
985,986,He's Just Not That Into You,"$178,866,158","$93,953,653",52.5%,"$84,912,505",47.5%,2009
986,987,Eagle Eye,"$178,767,383","$101,440,743",56.7%,"$77,326,640",43.3%,2008
987,988,Along Came Polly,"$178,311,729","$88,097,164",49.4%,"$90,214,565",50.6%,2004
988,989,Flushed Away,"$178,281,554","$64,665,672",36.3%,"$113,615,882",63.7%,2006
989,990,Scary Movie 4,"$178,262,620","$90,710,620",50.9%,"$87,552,000",49.1%,2006
990,991,Dante's Peak,"$178,127,760","$67,127,760",37.7%,"$111,000,000",62.3%,1997
991,992,Brokeback Mountain,"$178,062,759","$83,043,761",46.6%,"$95,018,998",53.4%,2005
992,993,Patriot Games,"$178,051,587","$83,351,587",46.8%,"$94,700,000",53.2%,1992
993,994,Flubber,"$177,977,226","$92,977,226",52.2%,"$85,000,000",47.8%,1997
994,995,Baywatch,"$177,856,751","$58,060,186",32.6%,"$119,796,565",67.4%,2017
995,996,Double Jeopardy,"$177,841,558","$116,741,558",65.6%,"$61,100,000",34.4%,1999
996,997,War Horse,"$177,584,879","$79,884,879",45%,"$97,700,000",55%,2011
997,998,Paranormal Activity 2,"$177,512,032","$84,752,907",47.7%,"$92,759,125",52.3%,2010
998,999,How to Lose a Guy in 10 Days,"$177,502,387","$105,813,373",59.6%,"$71,689,014",40.4%,2003
999,"1,000",Alien vs. Predator,"$177,427,090","$80,282,231",45.2%,"$97,144,859",54.8%,2004
